Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Borja-Goyeneche, E.N., Olaya-Florez, J.J.","57207618081;23985511900;","A microstructural and corrosion resistance study of (Zr, Si, Ti)N-Ni coatings produced through co-sputtering [Un estudio de la microestructura y resistencia a la corrosión de recubrimientos de (Zr, si, Ti)N-Ni producidas mediante co-sputtering]",2018,"DYNA (Colombia)","85","207",,"192","207",,1,"10.15446/dyna.v85n207.73304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060913541&doi=10.15446%2fdyna.v85n207.73304&partnerID=40&md5=6aa8d3f68ce090534cd941f15af86699",Article,"Final",Open Access,Scopus,2-s2.0-85060913541
"Acosta-Cárdenas, A., Alcaraz-Zapata, W., Cardona-Betancur, M.","55588284300;57205661447;57205662308;","Sugarcane molasses and vinasse as a substrate for polyhydroxyalkanoates (PHA) production [Melazas y vinaza de la caña de azúcar como sustrato para la producción de polihidroxialcanoatos (PHA)]",2018,"DYNA (Colombia)","85","206",,"220","225",,2,"10.15446/dyna.v85n206.68279","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061013780&doi=10.15446%2fdyna.v85n206.68279&partnerID=40&md5=8aa7978184756ba5e7d26700d6020e16",Article,"Final",Open Access,Scopus,2-s2.0-85061013780
"Zorrilla-Ortega, Y.A., Silva, J.P., Prado, V., Manyoma, P.C.","57205659335;55895044300;57207589646;56528423900;","Evaluation of water use in food SMEs: Case study of a poultry processing plant in Colombia [Evaluación del uso del agua en PYMES de alimentos: Caso de estudio en una planta de beneficio avícola en Colombia]",2018,"DYNA (Colombia)","85","206",,"226","235",,,"10.15446/dyna.v85n206.68809","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061013673&doi=10.15446%2fdyna.v85n206.68809&partnerID=40&md5=43aa3f2104d7b62d9ed439eba68fe2d6",Article,"Final",Open Access,Scopus,2-s2.0-85061013673
"Lopes-Martínez, I., Paradela-Fournier, L., Rodríguez-Acosta, J., Castillo-Feu, J.L., Gómez-Acosta, M.I., Cruz-Ruiz, A.","56398555300;57205656224;57205661674;57205657147;6504159165;57204639470;","The use of GS1 standards to improve the drugs traceability system in a 3PL logistic service provider [Uso de los estándares GS1 para la mejora del sistema de trazabilidad de medicamentos en un operador logístico 3PL]",2018,"DYNA (Colombia)","85","206",,"39","48",,,"10.15446/dyna.v85n206.69616","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061013672&doi=10.15446%2fdyna.v85n206.69616&partnerID=40&md5=31372069940e738707c08c69bf462f9d",Article,"Final",Open Access,Scopus,2-s2.0-85061013672
"Daza-Torres, M.C., Ladino-Tabarquino, G.S., Urrutia-Cobo, N.","25222612500;57205659141;57200305288;","Agronomic and environmental benefits of nitrogen fertilizers sources in ocimum basilicum L [Beneficios agronómicos y ambientales de fuentes de fertilizantes nitrogenados en ocimum basilicum L]",2018,"DYNA (Colombia)","85","206",,"294","303",,,"10.15446/dyna.v85n206.69103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061011309&doi=10.15446%2fdyna.v85n206.69103&partnerID=40&md5=12293594ef8411a14aca7531a15d59c4",Article,"Final",Open Access,Scopus,2-s2.0-85061011309
"Valencia-García, F.E., Motato-Rocha, K.E., Vera-Peña, M.Y., Sepúlveda-Lindarte, M.L.","57205664498;57205661660;57205663336;57205661958;","Kinetic parameters of lactic acid bacterial isolated from fermented milk “suero costeño” [Parámetros cinéticos de bacterias ácido-lácticas aisladas de la leche fermentada “suero costeño”]",2018,"DYNA (Colombia)","85","206",,"155","161",,,"10.15446/dyna.v85n206.70995","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061008512&doi=10.15446%2fdyna.v85n206.70995&partnerID=40&md5=64712d5ebf15032703a97d0e7e994f25",Article,"Final",Open Access,Scopus,2-s2.0-85061008512
"Caratar-Chaux, J.F., Cano-Buitrón, R.E., Garcia-Melo, J.I.","57196317660;57195914127;36552251800;","Productive process improvement to elaborate cane train baskets, using coloured petri nets [Mejora del proceso productivo para elaborar canastas para trenes cañeros, utilizando redes de petri coloreadas]",2018,"DYNA (Colombia)","85","206",,"105","113",,,"10.15446/dyna.v85n206.65953","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061007911&doi=10.15446%2fdyna.v85n206.65953&partnerID=40&md5=8f221524f4b47c8b98cc9fe7bdbd7afe",Article,"Final",Open Access,Scopus,2-s2.0-85061007911
"González-Pérez, M.G.","57205662893;","Entropy and negentropy of private electric vehicles in urban systems: Homeostasis of mobility in Mexico [Entropía y negentropía del vehículo eléctrico particular en sistemas urbanos: Homeostasis de la movilidad en México]",2018,"DYNA (Colombia)","85","206",,"171","177",,,"10.15446/dyna.v85n206.72509","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061006022&doi=10.15446%2fdyna.v85n206.72509&partnerID=40&md5=b1abaee0a40bf77d8e3919fbef79e072",Article,"Final",Open Access,Scopus,2-s2.0-85061006022
"Gómez-Gómez, A., Vinasco-Isaza, L.E., de Lima, N.B., Tenório, J.A.S.","57205664459;55627941300;6603240842;7006097425;","Relationship between the particle size and the crystalline phases amount of an aluminum dross [Relación entre el tamaño de partícula y el contenido de las fases cristalinas presentes en una escoria de aluminio]",2018,"DYNA (Colombia)","85","206",,"348","354",,,"10.15446/dyna.v85n206.74252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061005821&doi=10.15446%2fdyna.v85n206.74252&partnerID=40&md5=513edcc15fb2bbe451a209a979c0bb14",Article,"Final",Open Access,Scopus,2-s2.0-85061005821
"Pérez-Vidal, A., Escobar-Rivera, J.C., Torres-Lozada, P.","55210704500;57188872078;56986499500;","Risk assessment in water treatment processes for the development of a water safety plan – WSP [Evaluación del riesgo en procesos de tratamiento de agua para el desarrollo de un plan de seguridad del agua – PSA]",2018,"DYNA (Colombia)","85","206",,"304","310",,,"10.15446/dyna.v85n206.65427","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061005693&doi=10.15446%2fdyna.v85n206.65427&partnerID=40&md5=429bc4d37a1a73b00fdd992371f9ab39",Article,"Final",Open Access,Scopus,2-s2.0-85061005693
"Espitia-Nery, M.E., Corredor-Pulido, D.E., Rodríguez-Ramírez, N.J., Bustos, J.N.C.","57205661587;57205663915;57205659204;57205662995;","Morphological and nanomechanical characterization of Guadua Angustifolia kunth fiber by means of SEM and AFM [Caracterización morfológica y nanomecánica de la fibra de Guadua Angustifolia kunth mediante SEM y AFM]",2018,"DYNA (Colombia)","85","206",,"148","154",,,"10.15446/dyna.v85n206.70889","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061001223&doi=10.15446%2fdyna.v85n206.70889&partnerID=40&md5=d0a95a9b4e1722b71cd0fcf4a90e9210",Article,"Final",Open Access,Scopus,2-s2.0-85061001223
"Chávez-Calle, M., Pérez-Ruiz, D.D., Serrano-Guzmán, M.F.","57205660980;36451293400;46761540400;","Impact on the direct costs of social interest and priority interest housing by including new construction standards: Cali case [Impacto en costos directos de vivienda de interés social y de interés prioritario por inclusión de nuevas normas de construcción: Caso cali]",2018,"DYNA (Colombia)","85","206",,"31","38",,,"10.15446/dyna.v85n206.69013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061001047&doi=10.15446%2fdyna.v85n206.69013&partnerID=40&md5=f93f205a7711133efa6f4b00e241af04",Article,"Final",Open Access,Scopus,2-s2.0-85061001047
"Quiterio-Pérez, M., Gaytán-Oyarzún, J.C., Gordillo-Martínez, A.J., Prieto-García, F.","57205663346;15061268200;7801319257;24921766200;","Teratogenic effect on bone tissue development in Rattus norvegicus wistar strain, induced by the presence of arsenic [Efecto teratogénico sobre el desarrollo del tejido óseo en la cepa wistar de rattus norvegicus, inducida por la presencia de arsénico]",2018,"DYNA (Colombia)","85","206",,"242","249",,,"10.15446/dyna.v85n206.68670","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061000468&doi=10.15446%2fdyna.v85n206.68670&partnerID=40&md5=05c60b23a2cf4ae7ed7c48cdba9758d8",Article,"Final",Open Access,Scopus,2-s2.0-85061000468
"Madera-Doval, D.P., Caro-Piñeres, M.F., Gómez-Salgado, A.A., Cardozo-Soto, A.M., Jiménez-Builes, J.A.","57205657803;57205662195;57205656635;57205656462;57205657759;","Design of metacognitive expectations of cognitive functions through ontological representations [Diseño de expectativas metacognitivas de funciones cognitivas a través de representaciones ontológicas]",2018,"DYNA (Colombia)","85","206",,"194","201",,,"10.15446/dyna.v85n206.71687","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061000011&doi=10.15446%2fdyna.v85n206.71687&partnerID=40&md5=8fb58eaf6c0e1e75e745f8316b1f5b5f",Article,"Final",Open Access,Scopus,2-s2.0-85061000011
"Marín-Cano, C.C., Mejía-Giraldo, D.A.","57201122271;55248345800;","Levelized avoided cost of electricity model based on power system operation [Modelo de costo evitado nivelado de electricidad basado en la operación del sistema de potencia]",2018,"DYNA (Colombia)","85","206",,"79","84",,,"10.15446/dyna.v85n206.69577","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060999246&doi=10.15446%2fdyna.v85n206.69577&partnerID=40&md5=2f01801bc1a1e51fd709384ed762597b",Article,"Final",Open Access,Scopus,2-s2.0-85060999246
"Rocha, B.P., Giacheti, H.L.","56624118400;12142029000;","Site characterization of a tropical soil by in situ tests [Caracterización de un suelo tropical por medio de ensayos in-situ]",2018,"DYNA (Colombia)","85","206",,"211","219",,,"10.15446/dyna.v85n206.67891","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060998357&doi=10.15446%2fdyna.v85n206.67891&partnerID=40&md5=1bf6ab7c4ad56827abd9c25a8b6baea6",Article,"Final",Open Access,Scopus,2-s2.0-85060998357
"Aguilar-Castro, J.L., Altamiranda-Pérez, J.A., Díaz-Villarreal, F.J.","55434810600;57205656602;57205658753;","Design of a serious emerging games engine based on the optimization algorithm of ant colony [Diseño de un motor de juegos serios emergentes basado en el algoritmo de optimización de colonia de hormigas]",2018,"DYNA (Colombia)","85","206",,"311","320",,,"10.15446/dyna.v85n206.69881","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060992541&doi=10.15446%2fdyna.v85n206.69881&partnerID=40&md5=96a29c03b0818c6dddee13a9655f6f4c",Article,"Final",Open Access,Scopus,2-s2.0-85060992541
"Guerrero, W.J., Sotelo-Cortés, L.A., Romero-Mota, E.","55765592200;57205660142;57205662577;","Simulation-optimization techniques for closed-loop supply chain design with multiple objectives [Técnicas de simulación-optimización para el diseño de cadenas de abastecimiento de ciclo cerrado con múltiples objetivos]",2018,"DYNA (Colombia)","85","206",,"202","210",,,"10.15446/dyna.v85n206.70596","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060990474&doi=10.15446%2fdyna.v85n206.70596&partnerID=40&md5=ba5a85f6945ca6e6e29c0d9bf699d293",Article,"Final",Open Access,Scopus,2-s2.0-85060990474
"Cano-Jódar, E., la Orden, M.S., Mesas-Carrascosa, J.","57205664388;57205656382;55199852600;","Active geodetic network: Application in topography [Red geodésica activa: Aplicación en topografía]",2018,"DYNA (Colombia)","85","206",,"114","120",,,"10.15446/dyna.v85n206.66427","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060990315&doi=10.15446%2fdyna.v85n206.66427&partnerID=40&md5=39cf858ee046c1754ba735d7b1475f66",Article,"Final",Open Access,Scopus,2-s2.0-85060990315
"Gutiérrez, S.A., Barcellos, M., Branch, J.W.","56116351700;15519002700;55366608100;","Dynamic adjustment of a MLFQ flow scheduler to improve cloud applications performance",2018,"DYNA (Colombia)","85","206",,"16","23",,,"10.15446/dyna.v85n206.71626","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060983713&doi=10.15446%2fdyna.v85n206.71626&partnerID=40&md5=ba3f9ff35cb4f1fce912efe75c361d1e",Article,"Final",Open Access,Scopus,2-s2.0-85060983713
"Portela, J.C., Cogo, N.P., Filho, J.C.R., Sequinatto, L., Batista, R.O., Souza, C.M.M., Gondim, J.E.F.","35330702700;6603197964;57040574800;24463748500;36558965700;57205662265;57205658712;","Nutrient losses due to water erosion using simulated rainfall in southern Brazil [Pérdidas de nutrientes debido a la erosión hídrica con la lluvia simulada en el sur de Brasil]",2018,"DYNA (Colombia)","85","206",,"236","241",,,"10.15446/dyna.v85n206.71084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060980614&doi=10.15446%2fdyna.v85n206.71084&partnerID=40&md5=c9af7e853cd7612e45424c351fc7e1da",Article,"Final",Open Access,Scopus,2-s2.0-85060980614
"Sánchez, M., Aguilar, J., Exposito, E.","57145921500;55434810600;55882867200;","Integrating soa and mas in intelligent environments [Integración soa-mas en ambientes inteligentes]",2018,"DYNA (Colombia)","85","206",,"268","282",,,"10.15446/dyna.v85n206.68671","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060977196&doi=10.15446%2fdyna.v85n206.68671&partnerID=40&md5=a9bc00e0120185deb1ad5dabc383cef1",Article,"Final",Open Access,Scopus,2-s2.0-85060977196
"Zafra-Mejía, C., Rondón-Quintana, H., Gutiérrez-Malaxechebarria, Á.","24402391800;57189017836;55848689400;","Heavy metal contribution by runoff in a high-altitude megacity: A method based on the road-deposited sediment characterization [Contribución de metales pesados por escorrentía en una megaciudad de elevada altitud: Un método basado en la caracterización del sedimento vial]",2018,"DYNA (Colombia)","85","206",,"85","94",,,"10.15446/dyna.v85n206.64839","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060974583&doi=10.15446%2fdyna.v85n206.64839&partnerID=40&md5=37a24224f4a88dc779e52a56a2efdf99",Article,"Final",Open Access,Scopus,2-s2.0-85060974583
"Beltrán, A., Gracia-León, H., Rodríguez-Urrego, D., Rodríguez-Urrego, L.","57205661249;57205658373;57201877704;57205660920;","Design and calculation of a hybrid solar-hydraulic power station in Gran Canaria [Diseño y cálculo de una central híbrida solar-hidráulica en gran canaria]",2018,"DYNA (Colombia)","85","206",,"250","257",,,"10.15446/dyna.v85n206.70573","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060973379&doi=10.15446%2fdyna.v85n206.70573&partnerID=40&md5=5b35f031f49e81fb8d1edebba611c641",Article,"Final",Open Access,Scopus,2-s2.0-85060973379
"Castrillón-Restrepo, J.P., Jiménez-Gómez, S., Saldarriaga-ángel, F.","57205656346;56004882300;57205660519;","Development of a parametric cable driven planar robot [Desarrollo de un robot cartesiano parametrizable comandado por cables]",2018,"DYNA (Colombia)","85","206",,"49","58",,,"10.15446/dyna.v85n206.69233","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060971648&doi=10.15446%2fdyna.v85n206.69233&partnerID=40&md5=1d70d37cbf933eec311d9134f0ed7a8b",Article,"Final",Open Access,Scopus,2-s2.0-85060971648
"Monterroso-Tobar, M.F., Londoño-Bonilla, J.M., Samsonov, S.","57205664046;57205664508;36871347200;","Determination of glacier retreat at nevado del ruiz, santa isabel and tolima volcanoes, colombia through optical image and din-SAR [Estimación del retroceso glaciar en los volcanes nevado del ruiz, tolima y santa isabel, colombia a través de imágenes ópticas y din-SAR]",2018,"DYNA (Colombia)","85","206",,"329","337",,,"10.15446/dyna.v85n206.66570","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060970268&doi=10.15446%2fdyna.v85n206.66570&partnerID=40&md5=5df74d5fc352d25037cef2b2a269086b",Article,"Final",Open Access,Scopus,2-s2.0-85060970268
"Chica-Osorio, L.M., Beltrán-Montoya, J.M.","57205664023;57205662459;","Demolition and construction waste characterization for potential reuse identification [Caracterización de residuos de demolición y construcción para la identificación de su potencial de reúso]",2018,"DYNA (Colombia)","85","206",,"338","347",,,"10.15446/dyna.v85n206.68824","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060969403&doi=10.15446%2fdyna.v85n206.68824&partnerID=40&md5=36bbc6ebf238045bab388f956216903c",Article,"Final",Open Access,Scopus,2-s2.0-85060969403
"Carrillo-Serrano, V., Pacheco-Tobar, E.","57193625490;57205638596;","Application of OpenFoam solver SettlingFoam to bedload sediment transport analysis [Aplicación del solucionador SettlingFoam de OpenFoam para el análisis del transporte de sedimento de carga de lecho]",2018,"DYNA (Colombia)","85","206",,"121","127",,,"10.15446/dyna.v85n206.66804","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060955506&doi=10.15446%2fdyna.v85n206.66804&partnerID=40&md5=2727c9e0b5fb0e2692126507e75ce684",Article,"Final",Open Access,Scopus,2-s2.0-85060955506
"López-Díaz, A., Ochoa-Díaz, R., Grimaldo-León, G.E.","57205647135;55970982900;57200366590;","Use of BOF slag and blast furnace dust in asphalt concrete: An alternative for the construction of pavements [Uso de escoria BOF y polvo de alto horno en concretos asfálticos: Una alternativa para la construcción de pavimentos]",2018,"DYNA (Colombia)","85","206",,"24","30",,,"10.15446/dyna.v85n206.70404","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060948889&doi=10.15446%2fdyna.v85n206.70404&partnerID=40&md5=91310aab9f12019bc68bb9082ed770d1",Article,"Final",Open Access,Scopus,2-s2.0-85060948889
